word,freq,pct_rank
expiring,0.167,0.164
expiry,0.164,0.158
explain,0.084,0.004
explainable,0.151,0.128
explained,0.095,0.012
explainer,0.168,0.166
explainers,0.339,0.388
explaining,0.097,0.014
explains,0.096,0.013
explanation,0.091,0.008
explanations,0.107,0.029
explanative,0.358,0.403
explanatively,1.0,0.79
explanatorily,1.0,0.79
explanatory,0.135,0.088
explant,0.591,0.541
explantation,0.358,0.403
explantations,0.477,0.481
explanted,1.0,0.79
explanting,1.0,0.79
explants,0.591,0.541
expletive,0.148,0.121
expletives,0.158,0.144
expletory,1.0,0.79
explicable,0.198,0.224
explicably,0.477,0.481
explicate,0.197,0.222
explicated,0.265,0.316
explicates,0.358,0.403
explicating,0.27,0.321
explication,0.206,0.237
explications,0.313,0.364
explicative,0.221,0.26
explicatively,1.0,0.79
explicator,0.591,0.541
explicators,1.0,0.79
explicatory,0.477,0.481
explicit,0.105,0.026
explicitly,0.099,0.017
explicitness,0.226,0.266
explicitnesses,1.0,0.79
explicits,0.477,0.481
explode,0.108,0.031
exploded,0.116,0.046
exploder,0.187,0.204
exploders,0.358,0.403
explodes,0.123,0.061
exploding,0.118,0.05
exploit,0.105,0.026
exploitable,0.149,0.123
exploitation,0.111,0.036
exploitations,0.27,0.321
exploitative,0.14,0.101
exploitatively,1.0,0.79
exploited,0.112,0.038
exploiter,0.191,0.211
exploiters,0.17,0.171
exploiting,0.115,0.044
exploitive,0.172,0.175
exploits,0.12,0.054
exploration,0.114,0.042
explorational,0.591,0.541
explorations,0.184,0.199
explorative,0.25,0.298
exploratively,1.0,0.79
exploratory,0.155,0.137
explore,0.109,0.032
explored,0.126,0.067
explorer,0.108,0.031
explorers,0.153,0.132
explores,0.145,0.113
exploring,0.116,0.046
explosion,0.108,0.031
explosions,0.116,0.046
explosive,0.114,0.042
explosively,0.177,0.185
explosiveness,0.257,0.306
explosivenesses,1.0,0.79
explosives,0.11,0.034
expo,0.153,0.132
exponent,0.165,0.16
exponential,0.117,0.048
exponentially,0.118,0.05
exponentials,0.235,0.279
exponentiation,0.182,0.195
exponentiations,0.591,0.541
exponents,0.182,0.195
export,0.109,0.032
exportabilities,1.0,0.79
exportability,0.591,0.541
exportable,0.221,0.26
exportation,0.204,0.234
exportations,0.383,0.422
exported,0.132,0.081
exporter,0.14,0.101
exporters,0.155,0.137
exporting,0.126,0.067
exports,0.115,0.044
expos,0.157,0.142
exposable,1.0,0.79
exposal,0.591,0.541
exposals,1.0,0.79
expose,0.107,0.029
exposed,0.099,0.017
exposer,0.303,0.355
exposers,0.591,0.541
exposes,0.125,0.065
exposing,0.113,0.04
exposit,1.0,0.79
exposited,0.419,0.446
expositing,0.591,0.541
exposition,0.146,0.116
expositional,0.591,0.541
expositions,0.244,0.291
expositive,1.0,0.79
expositor,0.275,0.326
expositors,0.477,0.481
expository,0.191,0.211
exposits,1.0,0.79
expostulate,1.0,0.79
expostulated,0.591,0.541
expostulates,1.0,0.79
expostulating,0.591,0.541
expostulation,0.419,0.446
expostulations,0.419,0.446
expostulatory,1.0,0.79
exposure,0.1,0.018
exposures,0.142,0.106
expound,0.148,0.121
expounded,0.18,0.191
expounder,0.591,0.541
expounders,0.383,0.422
expounding,0.175,0.181
expounds,0.221,0.26
express,0.096,0.013
expressage,1.0,0.79
expressages,1.0,0.79
expressed,0.103,0.022
expresser,0.477,0.481
expressers,0.591,0.541
expresses,0.127,0.07
expressible,0.18,0.191
expressing,0.107,0.029
expression,0.098,0.015
expressional,1.0,0.79
expressionism,0.25,0.298
expressionisms,1.0,0.79
expressionist,0.235,0.279
expressionistic,0.325,0.375
expressionists,0.383,0.422
expressionless,0.214,0.25
expressions,0.109,0.032
expressive,0.126,0.067
expressively,0.261,0.311
expressiveness,0.149,0.123
expressivities,1.0,0.79
expressivity,0.195,0.219
expressly,0.129,0.074
expressman,1.0,0.79
expressmen,1.0,0.79
expresso,0.204,0.234
expressos,0.383,0.422
expressway,0.176,0.183
expressways,0.235,0.279
expropriate,0.21,0.243
expropriated,0.191,0.211
expropriates,0.383,0.422
expropriating,0.229,0.271
expropriation,0.179,0.189
expropriations,0.303,0.355
expropriator,0.591,0.541
expropriators,1.0,0.79
expulse,0.591,0.541
expulsed,0.313,0.364
expulses,1.0,0.79
expulsing,0.591,0.541
expulsion,0.131,0.079
expulsions,0.18,0.191
expulsive,0.591,0.541
expunction,1.0,0.79
expunctions,1.0,0.79
expunge,0.193,0.215
expunged,0.166,0.162
expunger,0.591,0.541
expungers,1.0,0.79
expunges,0.383,0.422
expunging,0.239,0.285
expurgate,0.419,0.446
expurgated,0.275,0.326
expurgates,1.0,0.79
expurgating,0.591,0.541
expurgation,0.591,0.541
expurgations,1.0,0.79
expurgator,1.0,0.79
expurgatorial,1.0,0.79
expurgators,1.0,0.79
expurgatory,1.0,0.79
exquisite,0.15,0.126
exquisitely,0.185,0.201
exquisiteness,1.0,0.79
exquisitenesses,1.0,0.79
exquisites,0.591,0.541
exsanguinate,0.419,0.446
exsanguinated,0.313,0.364
exsanguinates,0.591,0.541
exsanguinating,0.419,0.446
exsanguination,0.261,0.311
exsanguinations,1.0,0.79
exscind,1.0,0.79
exscinded,1.0,0.79
exscinding,1.0,0.79
exscinds,1.0,0.79
exsecant,1.0,0.79
exsecants,1.0,0.79
exsect,0.591,0.541
exsected,1.0,0.79
exsecting,1.0,0.79
exsection,1.0,0.79
exsections,1.0,0.79
exsects,1.0,0.79
exsert,0.591,0.541
exserted,1.0,0.79
exsertile,1.0,0.79
exserting,1.0,0.79
exsertion,1.0,0.79
exsertions,1.0,0.79
exserts,1.0,0.79
exsiccate,1.0,0.79
exsiccated,0.591,0.541
exsiccates,1.0,0.79
exsiccating,1.0,0.79
exsiccation,1.0,0.79
exsiccations,1.0,0.79
exsolution,1.0,0.79
exsolutions,1.0,0.79
exstrophies,1.0,0.79
exstrophy,0.591,0.541
extant,0.146,0.116
extemporal,1.0,0.79
extemporally,1.0,0.79
extemporaneity,1.0,0.79
extemporaneous,0.212,0.247
extemporarily,1.0,0.79
extemporary,1.0,0.79
extempore,0.591,0.541
extemporisation,1.0,0.79
extemporise,1.0,0.79
extemporised,1.0,0.79
extemporises,1.0,0.79
extemporising,0.591,0.541
extemporization,0.477,0.481
extemporize,0.477,0.481
extemporized,1.0,0.79
extemporizer,1.0,0.79
extemporizers,1.0,0.79
extemporizes,1.0,0.79
extemporizing,0.477,0.481
extend,0.103,0.022
extendabilities,1.0,0.79
extendability,0.275,0.326
extendable,0.188,0.206
extended,0.102,0.021
extendedly,1.0,0.79
extendedness,0.591,0.541
extendednesses,1.0,0.79
extender,0.17,0.171
extenders,0.214,0.25
extendible,0.303,0.355
extending,0.117,0.048
extends,0.118,0.05
extensibilities,1.0,0.79
extensibility,0.153,0.132
extensible,0.137,0.094
extensile,1.0,0.79
extension,0.101,0.019
extensional,0.261,0.311
extensionality,0.591,0.541
extensionally,0.287,0.339
extensions,0.109,0.032
extensities,1.0,0.79
extensity,0.591,0.541
extensive,0.108,0.031
extensively,0.117,0.048
extensiveness,0.383,0.422
extensivenesses,1.0,0.79
extensometer,1.0,0.79
extensometers,1.0,0.79
extensor,0.358,0.403
extensors,0.591,0.541
extent,0.095,0.012
extents,0.162,0.153
extenuate,0.477,0.481
extenuated,0.477,0.481
extenuates,1.0,0.79
extenuating,0.163,0.155
extenuation,0.339,0.388
extenuations,0.591,0.541
extenuator,1.0,0.79
extenuators,1.0,0.79
extenuatory,1.0,0.79
exterior,0.132,0.081
exteriorise,1.0,0.79
exteriorised,1.0,0.79
exteriorises,1.0,0.79
exteriorising,1.0,0.79
exteriorities,1.0,0.79
exteriority,0.477,0.481
exteriorization,0.22,0.257
exteriorize,1.0,0.79
exteriorized,0.477,0.481
exteriorizes,1.0,0.79
exteriorizing,0.477,0.481
exteriorly,0.591,0.541
exteriors,0.227,0.268
exterminate,0.129,0.074
exterminated,0.137,0.094
exterminates,0.339,0.388
exterminating,0.155,0.137
extermination,0.128,0.072
exterminations,0.237,0.282
exterminator,0.186,0.203
exterminators,0.233,0.276
exterminatory,1.0,0.79
extermine,1.0,0.79
extermined,1.0,0.79
extermines,1.0,0.79
extermining,1.0,0.79
extern,0.192,0.213
external,0.1,0.018
externalisation,0.477,0.481
externalise,0.27,0.321
externalised,0.303,0.355
externalises,0.591,0.541
externalising,0.261,0.311
externalism,0.294,0.347
externalisms,1.0,0.79
externalities,0.124,0.063
externality,0.148,0.121
externalization,0.265,0.316
externalize,0.18,0.191
externalized,0.177,0.185
externalizes,0.247,0.295
externalizing,0.193,0.215
externally,0.139,0.098
externals,0.19,0.21
externe,0.591,0.541
externes,1.0,0.79
externs,0.477,0.481
externship,1.0,0.79
externships,1.0,0.79
exteroceptive,0.477,0.481
exteroceptor,1.0,0.79
exteroceptors,1.0,0.79
exterritorial,1.0,0.79
extinct,0.115,0.044
extincted,0.303,0.355
extincting,0.358,0.403
extinction,0.115,0.044
extinctions,0.161,0.151
extinctive,1.0,0.79
extincts,1.0,0.79
extinguish,0.147,0.118
extinguishable,1.0,0.79
extinguished,0.157,0.142
extinguisher,0.149,0.123
extinguishers,0.172,0.175
extinguishes,0.239,0.285
extinguishing,0.184,0.199
extinguishment,0.325,0.375
extinguishments,1.0,0.79
extirpate,0.294,0.347
extirpated,0.27,0.321
extirpates,1.0,0.79
extirpating,0.383,0.422
extirpation,0.27,0.321
extirpations,1.0,0.79
extirpator,1.0,0.79
extirpators,1.0,0.79
extol,0.182,0.195
extoll,0.261,0.311
extolled,0.212,0.247
extoller,1.0,0.79
extollers,1.0,0.79
extolling,0.168,0.166
extolls,0.383,0.422
extolment,1.0,0.79
extolments,1.0,0.79
extols,0.257,0.306
extort,0.146,0.116
extorted,0.173,0.177
extorter,0.419,0.446
extorters,0.591,0.541
extorting,0.165,0.16
extortion,0.126,0.067
extortionary,0.383,0.422
extortionate,0.189,0.208
extortionately,0.477,0.481
extortioner,1.0,0.79
extortioners,0.339,0.388
extortionist,0.207,0.239
extortionists,0.224,0.264
extortions,0.281,0.332
extortive,0.275,0.326
extorts,0.229,0.271
extra,0.087,0.005
extrabold,1.0,0.79
extrabolds,1.0,0.79
extracellular,0.25,0.298
extracellularly,1.0,0.79
extracorporeal,0.383,0.422
extracranial,0.419,0.446
extract,0.109,0.032
extractability,0.591,0.541
extractable,0.206,0.237
extracted,0.125,0.065
extracting,0.128,0.072
extraction,0.126,0.067
extractions,0.208,0.24
extractive,0.247,0.295
extractively,1.0,0.79
extractives,0.325,0.375
extractor,0.185,0.201
extractors,0.265,0.316
extracts,0.148,0.121
extracurricular,0.155,0.137
extraditable,1.0,0.79
extradite,0.154,0.135
extradited,0.162,0.153
extradites,0.419,0.446
extraditing,0.209,0.242
extradition,0.141,0.103
extraditions,0.281,0.332
extrados,1.0,0.79
extradoses,1.0,0.79
extraembryonic,0.419,0.446
extragalactic,0.339,0.388
extrahepatic,0.591,0.541
extrajudicial,0.174,0.179
extrajudicially,0.281,0.332
extralegal,0.179,0.189
extralegally,0.383,0.422
extralimital,1.0,0.79
extralinguistic,0.591,0.541
extraliterary,1.0,0.79
extralities,1.0,0.79
extrality,1.0,0.79
extralogical,0.303,0.355
extramarital,0.151,0.128
extramundane,0.477,0.481
extramural,0.419,0.446
extramurally,1.0,0.79
extramusical,1.0,0.79
extraneous,0.137,0.094
extraneously,0.339,0.388
extraneousness,1.0,0.79
extranet,0.275,0.326
extranets,0.383,0.422
extranuclear,1.0,0.79
extraordinaire,0.169,0.168
extraordinarily,0.124,0.063
extraordinary,0.108,0.031
extrapolate,0.126,0.067
extrapolated,0.147,0.118
extrapolates,0.194,0.217
extrapolating,0.139,0.098
extrapolation,0.144,0.111
extrapolations,0.177,0.185
extrapolative,0.383,0.422
extrapolator,0.477,0.481
extrapolators,1.0,0.79
extrapyramidal,0.477,0.481
extras,0.127,0.07
extrasensory,0.261,0.311
extrasystole,1.0,0.79
extrasystoles,1.0,0.79
extratextual,0.419,0.446
extrauterine,0.591,0.541
extravagance,0.174,0.179
extravagances,0.231,0.273
extravagancies,1.0,0.79
extravagancy,1.0,0.79
extravagant,0.138,0.096
extravagantly,0.193,0.215
extravaganza,0.18,0.191
extravaganzas,0.339,0.388
extravagate,1.0,0.79
extravagated,1.0,0.79
extravagates,1.0,0.79
extravagating,1.0,0.79
extravasate,1.0,0.79
extravasated,1.0,0.79
extravasates,1.0,0.79
extravasating,1.0,0.79
extravasation,1.0,0.79
extravasations,1.0,0.79
extravascular,0.591,0.541
extravehicular,0.591,0.541
extraversion,0.358,0.403
extraversions,1.0,0.79
extravert,0.294,0.347
extraverted,0.257,0.306
extraverts,0.275,0.326
extrema,0.244,0.291
extreme,0.092,0.009
extremely,0.087,0.005
extremeness,0.265,0.316
extremenesses,1.0,0.79
extremer,1.0,0.79
extremes,0.117,0.048
extremest,0.2,0.227
extremism,0.117,0.048
extremisms,0.419,0.446
extremist,0.108,0.031
extremists,0.107,0.029
extremities,0.161,0.151
extremity,0.172,0.175
extremum,0.419,0.446
extricable,0.419,0.446
extricate,0.171,0.173
extricated,0.27,0.321
extricates,0.477,0.481
extricating,0.287,0.339
extrication,0.325,0.375
extrications,1.0,0.79
extrinsic,0.175,0.181
extrinsically,0.257,0.306
extrorse,1.0,0.79
extroversion,0.239,0.285
extroversions,0.591,0.541
extrovert,0.174,0.179
extroverted,0.165,0.16
extroverts,0.173,0.177
extrudabilities,1.0,0.79
extrudability,1.0,0.79
extrudable,1.0,0.79
extrude,0.257,0.306
extruded,0.21,0.243
extruder,0.27,0.321
extruders,0.419,0.446
extrudes,0.383,0.422
extruding,0.287,0.339
extrusion,0.229,0.271
extrusions,0.339,0.388
extrusive,1.0,0.79
extubate,1.0,0.79
extubated,1.0,0.79
extubates,1.0,0.79
extubating,1.0,0.79
exuberance,0.16,0.149
exuberances,1.0,0.79
exuberant,0.171,0.173
exuberantly,0.261,0.311
exuberate,0.591,0.541
exuberated,1.0,0.79
exuberates,1.0,0.79
exuberating,1.0,0.79
exudate,1.0,0.79
exudates,0.591,0.541
exudation,0.591,0.541
exudations,1.0,0.79
exudative,1.0,0.79
exude,0.172,0.175
exuded,0.207,0.239
exudes,0.185,0.201
exuding,0.227,0.268
exult,0.261,0.311
exultance,1.0,0.79
exultances,1.0,0.79
exultancies,1.0,0.79
exultancy,1.0,0.79
exultant,0.294,0.347
exultantly,0.591,0.541
exultation,0.275,0.326
exultations,1.0,0.79
exulted,0.294,0.347
exulting,0.303,0.355
exultingly,1.0,0.79
exults,0.339,0.388
exurb,0.239,0.285
exurban,0.206,0.237
exurbanite,1.0,0.79
exurbanites,1.0,0.79
exurbia,0.303,0.355
exurbias,1.0,0.79
exurbs,0.199,0.225
exuvia,1.0,0.79
exuviae,1.0,0.79
exuvial,1.0,0.79
exuviate,0.477,0.481
exuviated,1.0,0.79
exuviates,1.0,0.79
exuviating,1.0,0.79
exuviation,1.0,0.79
exuviations,1.0,0.79
exuvium,1.0,0.79
eyas,1.0,0.79
eyases,1.0,0.79
eyass,1.0,0.79
eyasses,1.0,0.79
eye,0.089,0.007
eyeable,1.0,0.79
eyeball,0.136,0.091
eyeballed,0.254,0.302
eyeballing,0.177,0.185
eyeballs,0.122,0.058
eyebar,0.477,0.481
eyebars,1.0,0.79
eyebeam,0.477,0.481
eyebeams,0.383,0.422
eyeblack,0.591,0.541
eyeblacks,1.0,0.79
eyeblink,0.254,0.302
eyeblinks,1.0,0.79
eyebolt,0.591,0.541
eyebolts,1.0,0.79
eyebright,0.591,0.541
eyebrights,1.0,0.79
eyebrow,0.137,0.094
eyebrows,0.124,0.063
eyecup,1.0,0.79
eyecups,1.0,0.79
eyed,0.127,0.07
eyedness,1.0,0.79
eyednesses,1.0,0.79
eyedropper,0.216,0.252
eyedroppers,1.0,0.79
eyedrops,0.209,0.242
eyefold,1.0,0.79
eyefolds,1.0,0.79
eyeful,0.244,0.291
eyefuls,1.0,0.79
eyeglass,0.226,0.266
eyeglasses,0.166,0.162
eyehole,0.313,0.364
eyeholes,0.261,0.311
eyehook,1.0,0.79
eyehooks,1.0,0.79
eyeing,0.165,0.16
eyelash,0.171,0.173
eyelashes,0.168,0.166
eyeless,0.227,0.268
eyelet,0.275,0.326
eyelets,0.287,0.339
eyeletted,1.0,0.79
eyeletting,1.0,0.79
eyelid,0.157,0.142
eyelids,0.147,0.118
eyelift,0.477,0.481
eyelifts,1.0,0.79
eyelike,0.591,0.541
eyeliner,0.164,0.158
eyeliners,0.591,0.541
eyen,0.419,0.446
eyeopener,0.165,0.16
eyeopeners,0.383,0.422
eyepiece,0.208,0.24
eyepieces,0.242,0.288
eyepoint,0.477,0.481
eyepoints,1.0,0.79
eyepopper,1.0,0.79
eyepoppers,1.0,0.79
eyer,0.477,0.481
eyers,0.591,0.541
eyes,0.087,0.005
eyeshade,0.419,0.446
eyeshades,0.419,0.446
eyeshine,0.339,0.388
eyeshines,1.0,0.79
eyeshot,0.303,0.355
eyeshots,1.0,0.79
eyesight,0.136,0.091
eyesights,1.0,0.79
eyesome,1.0,0.79
eyesore,0.156,0.139
eyesores,0.222,0.262
eyespot,0.591,0.541
eyespots,0.477,0.481
eyestalk,0.591,0.541
eyestalks,0.419,0.446
eyestone,1.0,0.79
eyestones,1.0,0.79
eyestrain,0.19,0.21
eyestrains,1.0,0.79
eyestrings,1.0,0.79
eyeteeth,0.419,0.446
eyetooth,0.325,0.375
eyewash,0.27,0.321
eyewashes,1.0,0.79
eyewater,1.0,0.79
eyewaters,1.0,0.79
eyewear,0.239,0.285
eyewink,1.0,0.79
eyewinks,1.0,0.79
eyewitness,0.132,0.081
eyewitnesses,0.147,0.118
eying,0.187,0.204
eyne,1.0,0.79
eyra,1.0,0.79
eyras,1.0,0.79
eyre,0.204,0.234
eyres,1.0,0.79
eyrie,0.591,0.541
eyries,1.0,0.79
eyrir,0.591,0.541
eyry,1.0,0.79
fa,0.129,0.074
fab,0.149,0.123
fabaceous,1.0,0.79
fabber,0.383,0.422
fabbest,1.0,0.79
fable,0.129,0.074
fabled,0.157,0.142
fabler,1.0,0.79
fablers,1.0,0.79
fables,0.145,0.113
fabliau,1.0,0.79
fabliaux,1.0,0.79
fabling,1.0,0.79
fabric,0.117,0.048
fabricant,1.0,0.79
fabricants,0.591,0.541
fabricate,0.141,0.103
fabricated,0.121,0.056
fabricates,0.207,0.239
fabricating,0.151,0.128
fabrication,0.126,0.067
fabrications,0.153,0.132
fabricator,0.217,0.254
fabricators,0.239,0.285
fabrics,0.156,0.139
fabs,0.194,0.217
fabular,1.0,0.79
fabulate,1.0,0.79
fabulated,1.0,0.79
fabulates,1.0,0.79
fabulating,1.0,0.79
fabulator,1.0,0.79
fabulators,1.0,0.79
fabulist,0.303,0.355
fabulistic,1.0,0.79
fabulists,0.591,0.541
fabulous,0.12,0.054
fabulously,0.154,0.135
fabulousness,0.303,0.355
fabulousnesses,1.0,0.79
facade,0.129,0.074
facades,0.186,0.203
face,0.082,0.003
faceable,0.591,0.541
facecloth,0.477,0.481
facecloths,1.0,0.79
faced,0.105,0.026
facedown,0.188,0.206
facedowns,1.0,0.79
faceless,0.133,0.083
facelessness,0.383,0.422
facelessnesses,1.0,0.79
facelift,0.179,0.189
facelifted,0.419,0.446
facelifting,0.591,0.541
facelifts,0.229,0.271
facemask,0.214,0.25
facemasks,0.244,0.291
faceplate,0.213,0.248
faceplates,0.281,0.332
facer,0.419,0.446
facers,0.477,0.481
faces,0.1,0.018
facet,0.132,0.081
facete,1.0,0.79
faceted,0.227,0.268
facetely,1.0,0.79
facetiae,0.591,0.541
faceting,0.591,0.541
facetious,0.12,0.054
facetiously,0.181,0.193
facetiousness,0.177,0.185
facetiousnesses,1.0,0.79
facets,0.138,0.096
facetted,0.477,0.481
facetting,1.0,0.79
faceup,0.261,0.311
facia,0.275,0.326
faciae,0.591,0.541
facial,0.112,0.038
facially,0.2,0.227
facials,0.178,0.187
facias,0.591,0.541
faciend,1.0,0.79
faciends,1.0,0.79
facies,0.591,0.541
facile,0.148,0.121
facilely,0.419,0.446
facileness,1.0,0.79
facilenesses,1.0,0.79
facilitate,0.121,0.056
facilitated,0.141,0.103
facilitates,0.146,0.116
facilitating,0.14,0.101
facilitation,0.191,0.211
facilitations,1.0,0.79
facilitative,0.591,0.541
facilitator,0.177,0.185
facilitators,0.2,0.227
facilitatory,1.0,0.79
facilities,0.107,0.029
facility,0.109,0.032
facing,0.102,0.021
facings,0.419,0.446
facsimile,0.178,0.187
facsimiled,1.0,0.79
facsimileing,1.0,0.79
facsimiles,0.242,0.288
fact,0.075,0.001
factful,0.419,0.446
facticities,1.0,0.79
facticity,0.313,0.364
faction,0.121,0.056
factional,0.189,0.208
factionalism,0.227,0.268
factionalisms,1.0,0.79
factionally,1.0,0.79
factions,0.116,0.046
factious,0.287,0.339
factiously,0.477,0.481
factiousness,0.591,0.541
factiousnesses,1.0,0.79
factitious,0.265,0.316
factitiously,1.0,0.79
factitiousness,1.0,0.79
factitive,1.0,0.79
factitively,1.0,0.79
factoid,0.144,0.111
factoidal,1.0,0.79
factoids,0.166,0.162
factor,0.092,0.009
factorable,0.358,0.403
factorage,1.0,0.79
factorages,1.0,0.79
factored,0.131,0.079
factorial,0.142,0.106
factorials,0.208,0.24
factories,0.108,0.031
factoring,0.135,0.088
factorization,0.179,0.189
factorizations,0.281,0.332
factorize,0.313,0.364
factorized,0.419,0.446
factorizes,0.591,0.541
factorizing,0.477,0.481
factors,0.097,0.014
factorship,1.0,0.79
factorships,1.0,0.79
factory,0.1,0.018
factorylike,0.383,0.422
factotum,0.281,0.332
factotums,1.0,0.79
facts,0.086,0.005
factual,0.106,0.027
factualism,1.0,0.79
factualisms,1.0,0.79
factualist,1.0,0.79
factualists,1.0,0.79
factualities,0.591,0.541
factuality,0.204,0.234
factually,0.116,0.046
factualness,0.281,0.332
factualnesses,1.0,0.79
facture,1.0,0.79
factures,0.591,0.541
facula,1.0,0.79
faculae,0.419,0.446
facular,1.0,0.79
facultative,0.419,0.446
facultatively,0.591,0.541
faculties,0.133,0.083
faculty,0.122,0.058
fad,0.118,0.05
fadable,1.0,0.79
faddier,1.0,0.79
faddiest,1.0,0.79
faddish,0.207,0.239
faddishly,0.591,0.541
faddishness,0.477,0.481
faddishnesses,1.0,0.79
faddism,1.0,0.79
faddisms,1.0,0.79
faddist,1.0,0.79
faddists,0.591,0.541
faddy,0.313,0.364
fade,0.118,0.05
fadeaway,0.294,0.347
fadeaways,1.0,0.79
faded,0.132,0.081
fadedly,1.0,0.79
fadedness,1.0,0.79
fadednesses,1.0,0.79
fadein,0.257,0.306
fadeins,0.591,0.541
fadeless,0.591,0.541
fadeout,0.235,0.279
fadeouts,0.477,0.481
fader,0.27,0.321
faders,0.265,0.316
fades,0.138,0.096
fadge,0.313,0.364
fadged,1.0,0.79
fadges,0.477,0.481
fadging,1.0,0.79
fading,0.132,0.081
fadings,0.591,0.541
fadlike,1.0,0.79
fado,0.325,0.375
fados,1.0,0.79
fads,0.144,0.111
faecal,0.206,0.237
faeces,0.17,0.171
faena,1.0,0.79
faenas,1.0,0.79
faerie,0.187,0.204
faeries,0.163,0.155
faery,0.247,0.295
fag,0.111,0.036
fagged,0.303,0.355
faggier,0.591,0.541
faggiest,0.358,0.403
fagging,0.254,0.302
faggot,0.113,0.04
faggoted,0.591,0.541
faggoting,1.0,0.79
faggotings,1.0,0.79
faggotries,0.591,0.541
faggotry,0.16,0.149
faggots,0.125,0.065
faggoty,0.2,0.227
faggy,0.154,0.135
fagin,0.419,0.446
fagins,0.477,0.481
fagot,0.204,0.234
fagoted,1.0,0.79
fagoter,1.0,0.79
fagoters,1.0,0.79
fagoting,1.0,0.79
fagotings,1.0,0.79
fagots,0.244,0.291
fags,0.117,0.048
fahlband,1.0,0.79
fahlbands,1.0,0.79
faience,0.477,0.481
faiences,1.0,0.79
fail,0.084,0.004
failed,0.088,0.006
failing,0.096,0.013
failingly,0.419,0.446
failings,0.126,0.067
faille,0.419,0.446
failles,1.0,0.79
fails,0.095,0.012
failure,0.09,0.008
failures,0.105,0.026
fain,0.244,0.291
faineance,1.0,0.79
faineances,1.0,0.79
faineant,0.591,0.541
faineants,1.0,0.79
fainer,1.0,0.79
fainest,1.0,0.79
faint,0.127,0.07
fainted,0.168,0.166
fainter,0.217,0.254
fainters,0.383,0.422
faintest,0.155,0.137
fainthearted,0.257,0.306
faintheartedly,1.0,0.79
fainting,0.166,0.162
faintish,1.0,0.79
faintishness,1.0,0.79
faintishnesses,1.0,0.79
faintly,0.167,0.164
faintness,0.325,0.375
faintnesses,1.0,0.79
faints,0.21,0.243
fair,0.083,0.003
faired,0.204,0.234
fairer,0.137,0.094
fairest,0.161,0.151
fairgoer,1.0,0.79
fairgoers,0.591,0.541
fairground,0.265,0.316
fairgrounds,0.233,0.276
fairies,0.126,0.067
fairing,0.193,0.215
fairings,0.27,0.321
fairish,0.339,0.388
fairishly,1.0,0.79
fairlead,1.0,0.79
fairleader,1.0,0.79
fairleaders,1.0,0.79
fairleads,1.0,0.79
fairly,0.088,0.006
fairness,0.104,0.024
fairnesses,1.0,0.79
fairs,0.154,0.135
fairway,0.235,0.279
fairways,0.303,0.355
fairy,0.106,0.027
fairyhood,1.0,0.79
fairyhoods,1.0,0.79
fairyism,1.0,0.79
fairyisms,1.0,0.79
fairyland,0.193,0.215
fairylands,1.0,0.79
fairylike,1.0,0.79
faith,0.086,0.005
faithed,1.0,0.79
faithful,0.115,0.044
faithfully,0.136,0.091
faithfulness,0.185,0.201
faithfulnesses,1.0,0.79
faithfuls,0.339,0.388
faithing,1.0,0.79
faithless,0.164,0.158
faithlessly,0.477,0.481
faithlessness,0.281,0.332
faithlessnesses,1.0,0.79
faiths,0.124,0.063
faitour,1.0,0.79
faitours,1.0,0.79
fajita,0.22,0.257
fajitas,0.198,0.224
fake,0.089,0.007
faked,0.117,0.048
fakeer,0.591,0.541
fakeers,1.0,0.79
faker,0.167,0.164
fakeries,0.591,0.541
fakers,0.185,0.201
fakery,0.171,0.173
fakes,0.135,0.088
fakey,0.218,0.255
faking,0.121,0.056
fakir,0.287,0.339
fakirs,0.287,0.339
falafel,0.146,0.116
falafels,0.212,0.247
falbala,1.0,0.79
falbalas,1.0,0.79
falcate,1.0,0.79
falcated,0.591,0.541
falces,1.0,0.79
falchion,0.358,0.403
falchions,0.419,0.446
falciform,1.0,0.79
falcon,0.129,0.074
falconer,0.203,0.232
falconers,0.383,0.422
falconet,1.0,0.79
falconets,1.0,0.79
falconine,1.0,0.79
falconoid,1.0,0.79
falconries,1.0,0.79
falconry,0.233,0.276
falcons,0.172,0.175
falderal,0.591,0.541
falderals,1.0,0.79
falderol,0.591,0.541
falderols,1.0,0.79
faldstool,1.0,0.79
faldstools,1.0,0.79
fall,0.086,0.005
fallacies,0.115,0.044
fallacious,0.118,0.05
fallaciously,0.191,0.211
fallaciousness,0.281,0.332
fallacy,0.099,0.017
fallal,1.0,0.79
fallaleries,1.0,0.79
fallalery,1.0,0.79
fallals,1.0,0.79
fallaway,1.0,0.79
fallaways,1.0,0.79
fallback,0.145,0.113
fallbacks,0.239,0.285
fallboard,1.0,0.79
fallboards,1.0,0.79
fallen,0.104,0.024
faller,0.383,0.422
fallers,0.419,0.446
fallfish,1.0,0.79
fallfishes,1.0,0.79
fallibilities,0.477,0.481
fallibility,0.169,0.168
fallible,0.134,0.086
fallibly,0.383,0.422
falling,0.094,0.011
falloff,0.216,0.252
falloffs,0.591,0.541
fallout,0.104,0.024
fallouts,0.193,0.215
fallow,0.163,0.155
fallowed,0.477,0.481
fallowing,0.242,0.288
fallowness,1.0,0.79
fallownesses,1.0,0.79
fallows,0.244,0.291
falls,0.097,0.014
false,0.086,0.005
