word,freq,pct_rank
tinsnips,1.0,0.79
tinstone,1.0,0.79
tinstones,1.0,0.79
tint,0.153,0.132
tinted,0.15,0.126
tinter,1.0,0.79
tinters,0.591,0.541
tinting,0.198,0.224
tintings,1.0,0.79
tintinnabulary,1.0,0.79
tintless,1.0,0.79
tints,0.235,0.279
tintype,0.477,0.481
tintypes,0.358,0.403
tinware,1.0,0.79
tinwares,1.0,0.79
tinwork,1.0,0.79
tinworks,1.0,0.79
tiny,0.092,0.009
tip,0.095,0.012
tipcart,1.0,0.79
tipcarts,1.0,0.79
tipcat,1.0,0.79
tipcats,1.0,0.79
tipi,0.261,0.311
tipis,0.419,0.446
tipless,1.0,0.79
tipoff,0.171,0.173
tipoffs,0.275,0.326
tippable,0.591,0.541
tipped,0.124,0.063
tipper,0.164,0.158
tippers,0.174,0.179
tippet,0.383,0.422
tippets,1.0,0.79
tippier,1.0,0.79
tippiest,1.0,0.79
tipping,0.114,0.042
tipple,0.383,0.422
tippled,0.477,0.481
tippler,0.419,0.446
tipplers,1.0,0.79
tipples,1.0,0.79
tippling,0.591,0.541
tippy,0.218,0.255
tippytoe,0.325,0.375
tippytoed,0.591,0.541
tippytoeing,0.477,0.481
tippytoes,0.419,0.446
tips,0.101,0.019
tipsheet,1.0,0.79
tipsheets,0.591,0.541
tipsier,0.591,0.541
tipsiest,1.0,0.79
tipsily,1.0,0.79
tipsiness,0.383,0.422
tipsinesses,1.0,0.79
tipstaff,1.0,0.79
tipstaffs,1.0,0.79
tipstaves,1.0,0.79
tipster,0.224,0.264
tipsters,0.313,0.364
tipstock,1.0,0.79
tipstocks,1.0,0.79
tipsy,0.159,0.146
tiptoe,0.169,0.168
tiptoed,0.254,0.302
tiptoeing,0.182,0.195
tiptoes,0.222,0.262
tiptop,0.222,0.262
tiptops,1.0,0.79
tirade,0.132,0.081
tirades,0.16,0.149
tiramisu,0.244,0.291
tiramisus,1.0,0.79
tire,0.112,0.038
tired,0.091,0.008
tireder,0.419,0.446
tiredest,0.591,0.541
tiredly,0.325,0.375
tiredness,0.176,0.183
tirednesses,1.0,0.79
tireless,0.169,0.168
tirelessly,0.155,0.137
tirelessness,0.591,0.541
tirelessnesses,1.0,0.79
tires,0.109,0.032
tiresome,0.127,0.07
tiresomely,0.325,0.375
tiresomeness,0.591,0.541
tiresomenesses,1.0,0.79
tirewoman,1.0,0.79
tirewomen,1.0,0.79
tiring,0.133,0.083
tirl,1.0,0.79
tirled,1.0,0.79
tirling,1.0,0.79
tirls,1.0,0.79
tiro,0.383,0.422
tiros,0.477,0.481
tirrivee,1.0,0.79
tirrivees,1.0,0.79
tis,0.134,0.086
tisane,0.477,0.481
tisanes,1.0,0.79
tissual,1.0,0.79
tissue,0.111,0.036
tissued,1.0,0.79
tissues,0.131,0.079
tissuey,0.591,0.541
tissuing,1.0,0.79
tissular,1.0,0.79
tit,0.121,0.056
titan,0.135,0.088
titanate,0.261,0.311
titanates,1.0,0.79
titaness,1.0,0.79
titanesses,1.0,0.79
titania,0.287,0.339
titanias,1.0,0.79
titanic,0.123,0.061
titanically,0.419,0.446
titaniferous,1.0,0.79
titanism,1.0,0.79
titanisms,1.0,0.79
titanite,0.477,0.481
titanites,1.0,0.79
titanium,0.132,0.081
titaniums,0.591,0.541
titanous,1.0,0.79
titans,0.147,0.118
titbit,0.325,0.375
titbits,0.325,0.375
titer,0.339,0.388
titers,0.294,0.347
titfer,0.477,0.481
titfers,1.0,0.79
tithable,1.0,0.79
tithe,0.149,0.123
tithed,0.235,0.279
tither,0.313,0.364
tithers,0.339,0.388
tithes,0.169,0.168
tithing,0.15,0.126
tithings,0.325,0.375
tithonia,1.0,0.79
tithonias,1.0,0.79
titi,0.358,0.403
titian,0.325,0.375
titians,1.0,0.79
titillate,0.2,0.227
titillated,0.224,0.264
titillates,0.339,0.388
titillating,0.174,0.179
titillatingly,0.419,0.446
titillation,0.194,0.217
titillations,0.591,0.541
titillative,1.0,0.79
titis,0.591,0.541
titivate,0.591,0.541
titivated,0.591,0.541
titivates,1.0,0.79
titivating,1.0,0.79
titivation,1.0,0.79
titivations,1.0,0.79
titlark,0.591,0.541
titlarks,1.0,0.79
title,0.084,0.004
titled,0.111,0.036
titleholder,0.358,0.403
titleholders,0.383,0.422
titles,0.102,0.021
titling,0.166,0.162
titlist,0.477,0.481
titlists,1.0,0.79
titman,0.591,0.541
titmen,1.0,0.79
titmice,0.419,0.446
titmouse,0.247,0.295
titrable,1.0,0.79
titrant,1.0,0.79
titrants,1.0,0.79
titratable,1.0,0.79
titrate,0.281,0.332
titrated,0.325,0.375
titrates,0.591,0.541
titrating,1.0,0.79
titration,0.313,0.364
titrations,1.0,0.79
titrator,1.0,0.79
titrators,1.0,0.79
titre,0.254,0.302
titres,0.358,0.403
titrimetric,1.0,0.79
tits,0.102,0.021
titter,0.221,0.26
tittered,0.281,0.332
titterer,1.0,0.79
titterers,1.0,0.79
tittering,0.275,0.326
titters,0.303,0.355
tittie,0.189,0.208
titties,0.124,0.063
tittivate,1.0,0.79
tittivated,1.0,0.79
tittivates,1.0,0.79
tittivating,1.0,0.79
tittle,0.169,0.168
tittles,0.265,0.316
tittup,1.0,0.79
tittuped,1.0,0.79
tittuping,1.0,0.79
tittupped,1.0,0.79
tittupping,1.0,0.79
tittuppy,1.0,0.79
tittups,1.0,0.79
titty,0.141,0.103
titubant,1.0,0.79
titular,0.178,0.187
titularies,1.0,0.79
titularly,0.419,0.446
titulars,1.0,0.79
titulary,1.0,0.79
tivy,1.0,0.79
tizzies,1.0,0.79
tizzy,0.164,0.158
tmeses,1.0,0.79
tmesis,0.303,0.355
to,0.058,0.0
toad,0.138,0.096
toadeater,1.0,0.79
toadeaters,1.0,0.79
toadfish,0.591,0.541
toadfishes,1.0,0.79
toadflax,1.0,0.79
toadflaxes,1.0,0.79
toadied,0.591,0.541
toadies,0.176,0.183
toadish,1.0,0.79
toadless,0.591,0.541
toadlike,0.591,0.541
toads,0.153,0.132
toadstone,1.0,0.79
toadstones,1.0,0.79
toadstool,0.226,0.266
toadstools,0.339,0.388
toady,0.187,0.204
toadying,0.261,0.311
toadyish,0.477,0.481
toadyism,0.419,0.446
toadyisms,1.0,0.79
toast,0.111,0.036
toasted,0.143,0.108
toaster,0.124,0.063
toasters,0.15,0.126
toastier,0.591,0.541
toastiest,1.0,0.79
toasting,0.175,0.181
toastmaster,0.294,0.347
toastmasters,0.207,0.239
toastmistress,1.0,0.79
toastmistresses,1.0,0.79
toasts,0.2,0.227
toasty,0.168,0.166
tobacco,0.102,0.021
tobaccoes,1.0,0.79
tobacconist,0.254,0.302
tobacconists,0.325,0.375
tobaccos,0.233,0.276
tobies,1.0,0.79
toboggan,0.221,0.26
tobogganed,1.0,0.79
tobogganer,1.0,0.79
tobogganers,1.0,0.79
tobogganing,0.358,0.403
tobogganings,1.0,0.79
tobogganist,1.0,0.79
tobogganists,1.0,0.79
toboggans,0.358,0.403
toby,0.14,0.101
toccata,0.237,0.282
toccatas,1.0,0.79
toccate,1.0,0.79
tocher,1.0,0.79
tochered,1.0,0.79
tochering,1.0,0.79
tochers,1.0,0.79
tocologies,1.0,0.79
tocology,1.0,0.79
tocopherol,0.591,0.541
tocopherols,0.591,0.541
tocsin,0.477,0.481
tocsins,1.0,0.79
tod,0.174,0.179
today,0.08,0.002
todays,0.114,0.042
toddies,0.383,0.422
toddle,0.261,0.311
toddled,0.591,0.541
toddler,0.123,0.061
toddlerhood,0.313,0.364
toddlerhoods,1.0,0.79
toddlers,0.132,0.081
toddles,0.383,0.422
toddling,0.275,0.326
toddy,0.244,0.291
todies,0.591,0.541
tods,1.0,0.79
tody,0.383,0.422
toe,0.113,0.04
toea,1.0,0.79
toeas,1.0,0.79
toecap,0.591,0.541
toecaps,0.591,0.541
toed,0.176,0.183
toehold,0.216,0.252
toeholds,0.419,0.446
toeing,0.162,0.153
toeless,1.0,0.79
toelike,1.0,0.79
toenail,0.167,0.164
toenailed,0.591,0.541
toenailing,1.0,0.79
toenails,0.16,0.149
toepiece,1.0,0.79
toepieces,1.0,0.79
toeplate,1.0,0.79
toeplates,1.0,0.79
toes,0.117,0.048
toeshoe,1.0,0.79
toeshoes,0.591,0.541
toff,0.224,0.264
toffee,0.201,0.229
toffees,0.477,0.481
toffies,1.0,0.79
toffs,0.27,0.321
toffy,1.0,0.79
toft,0.591,0.541
tofts,0.358,0.403
tofu,0.129,0.074
tofus,0.591,0.541
tofutti,0.257,0.306
tofuttis,1.0,0.79
tog,0.208,0.24
toga,0.18,0.191
togae,1.0,0.79
togaed,1.0,0.79
togas,0.247,0.295
togate,1.0,0.79
togated,1.0,0.79
togavirus,1.0,0.79
togaviruses,1.0,0.79
together,0.084,0.004
togetherness,0.188,0.206
togethernesses,1.0,0.79
togged,1.0,0.79
toggeries,1.0,0.79
toggery,1.0,0.79
togging,0.591,0.541
toggle,0.145,0.113
toggled,0.237,0.282
toggler,0.419,0.446
togglers,1.0,0.79
toggles,0.198,0.224
toggling,0.188,0.206
togs,0.358,0.403
togue,0.591,0.541
togues,1.0,0.79
toil,0.142,0.106
toile,0.27,0.321
toiled,0.206,0.237
toiler,0.287,0.339
toilers,0.339,0.388
toiles,0.591,0.541
toilet,0.097,0.014
toileted,0.477,0.481
toileting,0.477,0.481
toiletries,0.185,0.201
toiletry,0.261,0.311
toilets,0.117,0.048
toilette,0.198,0.224
toilettes,0.358,0.403
toilful,1.0,0.79
toilfully,1.0,0.79
toiling,0.169,0.168
toils,0.242,0.288
toilsome,0.477,0.481
toilsomely,0.591,0.541
toilsomeness,1.0,0.79
toilsomenesses,1.0,0.79
toilworn,1.0,0.79
toit,0.261,0.311
toited,1.0,0.79
toiting,1.0,0.79
toits,1.0,0.79
tokamak,0.204,0.234
tokamaks,0.237,0.282
tokay,0.477,0.481
tokays,0.591,0.541
toke,0.137,0.094
toked,0.191,0.211
token,0.113,0.04
tokened,1.0,0.79
tokening,1.0,0.79
tokenism,0.22,0.257
tokenisms,1.0,0.79
tokens,0.136,0.091
toker,0.195,0.219
tokers,0.201,0.229
tokes,0.178,0.187
toking,0.158,0.144
tokologies,1.0,0.79
tokology,1.0,0.79
tokomak,0.591,0.541
tokomaks,0.591,0.541
tokonoma,1.0,0.79
tokonomas,1.0,0.79
tola,0.591,0.541
tolan,0.257,0.306
tolane,1.0,0.79
tolanes,1.0,0.79
tolans,0.477,0.481
tolar,1.0,0.79
tolarjev,1.0,0.79
tolars,1.0,0.79
tolas,0.591,0.541
tolbooth,1.0,0.79
tolbooths,1.0,0.79
tolbutamide,1.0,0.79
tolbutamides,1.0,0.79
told,0.082,0.003
tole,0.235,0.279
toled,0.339,0.388
toledo,0.15,0.126
toledos,1.0,0.79
tolerabilities,1.0,0.79
tolerability,0.294,0.347
tolerable,0.126,0.067
tolerably,0.209,0.242
tolerance,0.104,0.024
tolerances,0.16,0.149
tolerant,0.111,0.036
tolerantly,0.339,0.388
tolerate,0.108,0.031
tolerated,0.118,0.05
tolerates,0.156,0.139
tolerating,0.145,0.113
toleration,0.182,0.195
tolerations,1.0,0.79
tolerative,1.0,0.79
tolerator,1.0,0.79
tolerators,1.0,0.79
toles,0.287,0.339
tolidin,1.0,0.79
tolidine,1.0,0.79
tolidines,1.0,0.79
tolidins,1.0,0.79
toling,1.0,0.79
toll,0.111,0.036
tollage,1.0,0.79
tollages,1.0,0.79
tollbar,0.591,0.541
tollbars,1.0,0.79
tollbooth,0.204,0.234
tollbooths,0.244,0.291
tolled,0.242,0.288
toller,0.477,0.481
tollers,1.0,0.79
tollgate,0.419,0.446
tollgates,1.0,0.79
tollhouse,0.383,0.422
tollhouses,1.0,0.79
tolling,0.217,0.254
tollman,0.419,0.446
tollmen,1.0,0.79
tolls,0.131,0.079
tollway,0.242,0.288
tollways,0.27,0.321
tolu,0.591,0.541
toluate,1.0,0.79
toluates,1.0,0.79
toluene,0.22,0.257
toluenes,1.0,0.79
toluic,1.0,0.79
toluid,1.0,0.79
toluide,1.0,0.79
toluides,1.0,0.79
toluidide,1.0,0.79
toluidides,1.0,0.79
toluidin,1.0,0.79
toluidine,1.0,0.79
toluidines,1.0,0.79
toluidins,1.0,0.79
toluids,1.0,0.79
toluol,1.0,0.79
toluole,1.0,0.79
toluoles,1.0,0.79
toluols,1.0,0.79
tolus,1.0,0.79
toluyl,1.0,0.79
toluyls,1.0,0.79
tolyl,1.0,0.79
tolyls,1.0,0.79
tom,0.099,0.017
tomahawk,0.17,0.171
tomahawked,0.591,0.541
tomahawking,1.0,0.79
tomahawks,0.224,0.264
tomalley,0.339,0.388
tomalleys,1.0,0.79
toman,0.591,0.541
tomans,1.0,0.79
tomatillo,0.313,0.364
tomatilloes,1.0,0.79
tomatillos,0.339,0.388
tomato,0.114,0.042
tomatoes,0.113,0.04
tomatoey,0.313,0.364
tomb,0.133,0.083
tombac,1.0,0.79
tomback,1.0,0.79
tombacks,1.0,0.79
tombacs,1.0,0.79
tombak,1.0,0.79
tombaks,1.0,0.79
tombal,1.0,0.79
tombed,1.0,0.79
tombing,1.0,0.79
tombless,1.0,0.79
tomblike,1.0,0.79
tombola,0.383,0.422
tombolas,1.0,0.79
tombolo,1.0,0.79
tombolos,1.0,0.79
tomboy,0.157,0.142
tomboyish,0.261,0.311
tomboyishness,1.0,0.79
tomboyishnesses,1.0,0.79
tomboys,0.275,0.326
tombs,0.174,0.179
tombstone,0.154,0.135
tombstones,0.211,0.245
tomcat,0.158,0.144
tomcats,0.261,0.311
tomcatted,1.0,0.79
tomcatting,0.477,0.481
tomcod,1.0,0.79
tomcods,1.0,0.79
tome,0.15,0.126
tomenta,1.0,0.79
tomentose,1.0,0.79
tomentum,1.0,0.79
tomes,0.175,0.181
tomfool,0.591,0.541
tomfooleries,1.0,0.79
tomfoolery,0.168,0.166
tomfools,1.0,0.79
tommed,1.0,0.79
tommies,0.313,0.364
tomming,1.0,0.79
tommy,0.127,0.07
tommyrot,0.591,0.541
tommyrots,1.0,0.79
tomogram,0.325,0.375
tomograms,0.591,0.541
tomograph,1.0,0.79
tomographic,0.419,0.446
tomographies,1.0,0.79
tomographs,1.0,0.79
tomography,0.222,0.262
tomorrow,0.095,0.012
tomorrows,0.166,0.162
tompion,1.0,0.79
tompions,1.0,0.79
toms,0.166,0.162
tomtit,0.591,0.541
tomtits,0.591,0.541
ton,0.097,0.014
tonal,0.164,0.158
tonalities,0.325,0.375
tonality,0.189,0.208
tonally,0.339,0.388
tondi,1.0,0.79
tondo,0.477,0.481
tondos,1.0,0.79
tone,0.099,0.017
tonearm,0.477,0.481
tonearms,0.477,0.481
toned,0.139,0.098
toneless,0.339,0.388
tonelessly,1.0,0.79
tonelessness,1.0,0.79
tonelessnesses,1.0,0.79
toneme,0.419,0.446
tonemes,1.0,0.79
tonemic,1.0,0.79
toner,0.144,0.111
toners,0.265,0.316
tones,0.126,0.067
tonetic,0.477,0.481
tonetically,1.0,0.79
tonetics,1.0,0.79
tonette,1.0,0.79
tonettes,1.0,0.79
toney,0.358,0.403
tong,0.188,0.206
tonga,0.194,0.217
tongas,0.477,0.481
tonged,0.591,0.541
tonger,1.0,0.79
tongers,1.0,0.79
tonging,1.0,0.79
tongman,1.0,0.79
tongmen,1.0,0.79
tongs,0.176,0.183
tongue,0.104,0.024
tongued,0.231,0.273
tongueless,0.591,0.541
tonguelike,1.0,0.79
tongues,0.127,0.07
tonguing,0.242,0.288
tonguings,1.0,0.79
tonic,0.146,0.116
tonically,1.0,0.79
tonicities,1.0,0.79
tonicity,0.591,0.541
tonics,0.199,0.225
tonier,0.477,0.481
toniest,0.591,0.541
tonight,0.099,0.017
tonights,0.187,0.204
toning,0.179,0.189
tonish,1.0,0.79
tonishly,1.0,0.79
tonlet,1.0,0.79
tonlets,1.0,0.79
tonnage,0.183,0.197
tonnages,0.419,0.446
tonne,0.146,0.116
tonneau,0.477,0.481
tonneaus,1.0,0.79
tonneaux,1.0,0.79
tonner,0.419,0.446
tonners,1.0,0.79
tonnes,0.13,0.077
tonnish,1.0,0.79
tonometer,0.339,0.388
tonometers,1.0,0.79
tonometries,1.0,0.79
tonometry,0.591,0.541
tonoplast,1.0,0.79
tonoplasts,1.0,0.79
tons,0.095,0.012
tonsil,0.217,0.254
tonsilar,0.591,0.541
tonsillar,0.591,0.541
tonsillectomies,0.325,0.375
tonsillectomy,0.275,0.326
tonsillitis,0.247,0.295
tonsillitises,1.0,0.79
tonsils,0.16,0.149
tonsorial,0.477,0.481
tonsure,0.419,0.446
tonsured,1.0,0.79
tonsures,1.0,0.79
tonsuring,0.591,0.541
tontine,0.591,0.541
tontines,1.0,0.79
tonus,0.419,0.446
tonuses,1.0,0.79
tony,0.11,0.034
too,0.071,0.001
took,0.081,0.002
tool,0.09,0.008
toolbar,0.115,0.044
toolbars,0.14,0.101
toolbox,0.141,0.103
toolboxes,0.207,0.239
tooled,0.199,0.225
tooler,0.591,0.541
toolers,1.0,0.79
toolhead,1.0,0.79
toolheads,1.0,0.79
toolholder,1.0,0.79
toolholders,1.0,0.79
toolhouse,1.0,0.79
toolhouses,1.0,0.79
tooling,0.152,0.13
toolings,0.591,0.541
toolless,0.325,0.375
toolmaker,0.294,0.347
toolmakers,0.383,0.422
toolmaking,0.261,0.311
toolmakings,1.0,0.79
toolroom,1.0,0.79
toolrooms,1.0,0.79
tools,0.091,0.008
toolshed,0.218,0.255
toolsheds,0.477,0.481
toom,0.303,0.355
toon,0.163,0.155
toonie,0.229,0.271
toonies,0.281,0.332
toons,0.165,0.16
toot,0.155,0.137
tooted,0.313,0.364
tooter,0.303,0.355
tooters,0.477,0.481
tooth,0.11,0.034
toothache,0.175,0.181
toothaches,0.281,0.332
toothbrush,0.135,0.088
toothbrushes,0.161,0.151
toothbrushing,0.325,0.375
toothbrushings,1.0,0.79
toothed,0.179,0.189
toothier,1.0,0.79
toothiest,1.0,0.79
toothily,1.0,0.79
toothing,0.591,0.541
toothless,0.144,0.111
toothlike,1.0,0.79
toothpaste,0.124,0.063
toothpastes,0.214,0.25
toothpick,0.153,0.132
toothpicks,0.159,0.146
tooths,0.313,0.364
toothsome,0.358,0.403
toothsomely,1.0,0.79
toothsomeness,1.0,0.79
toothsomenesses,1.0,0.79
toothwort,1.0,0.79
toothworts,1.0,0.79
toothy,0.188,0.206
tooting,0.191,0.211
tootle,0.294,0.347
tootled,1.0,0.79
tootler,1.0,0.79
tootlers,1.0,0.79
tootles,0.303,0.355
tootling,0.358,0.403
toots,0.188,0.206
tootses,1.0,0.79
tootsie,0.171,0.173
tootsies,0.591,0.541
tootsy,1.0,0.79
top,0.081,0.002
topaz,0.202,0.231
topazes,0.477,0.481
topazine,1.0,0.79
topcoat,0.591,0.541
topcoats,0.591,0.541
topcross,1.0,0.79
topcrosses,1.0,0.79
topdressing,0.477,0.481
topdressings,1.0,0.79
tope,0.383,0.422
toped,0.313,0.364
topee,0.591,0.541
topees,1.0,0.79
toper,1.0,0.79
topers,1.0,0.79
topes,0.591,0.541
topflight,0.242,0.288
topful,1.0,0.79
topfull,0.591,0.541
topgallant,1.0,0.79
topgallants,1.0,0.79
toph,1.0,0.79
tophe,1.0,0.79
tophes,1.0,0.79
tophi,1.0,0.79
tophs,1.0,0.79
tophus,1.0,0.79
topi,0.303,0.355
topiaries,0.358,0.403
topiary,0.237,0.282
topic,0.089,0.007
topical,0.132,0.081
topicalities,1.0,0.79
topicality,0.265,0.316
topically,0.196,0.22
topics,0.101,0.019
toping,0.591,0.541
topis,0.477,0.481
topkick,1.0,0.79
topkicks,1.0,0.79
topknot,0.383,0.422
topknots,0.591,0.541
topless,0.121,0.056
toplessness,0.212,0.247
toplessnesses,1.0,0.79
topline,0.287,0.339
toplines,1.0,0.79
toploftical,1.0,0.79
toploftier,1.0,0.79
toploftiest,1.0,0.79
toploftily,1.0,0.79
toploftiness,1.0,0.79
toploftinesses,1.0,0.79
toplofty,1.0,0.79
topmast,1.0,0.79
topmasts,1.0,0.79
topminnow,1.0,0.79
topminnows,1.0,0.79
topmost,0.173,0.177
topnotch,0.142,0.106
topnotcher,1.0,0.79
topnotchers,1.0,0.79
topo,0.203,0.232
topocentric,1.0,0.79
topograph,1.0,0.79
topographer,1.0,0.79
topographers,1.0,0.79
topographic,0.224,0.264
topographical,0.237,0.282
topographically,0.477,0.481
topographies,0.591,0.541
topographs,1.0,0.79
topography,0.184,0.199
topoi,0.325,0.375
topologic,0.591,0.541
topological,0.175,0.181
topologically,0.229,0.271
topologies,0.275,0.326
topologist,0.237,0.282
topologists,0.265,0.316
topology,0.14,0.101
toponym,0.477,0.481
toponymic,1.0,0.79
toponymical,1.0,0.79
toponymies,1.0,0.79
toponymist,1.0,0.79
toponymists,1.0,0.79
toponyms,1.0,0.79
toponymy,0.591,0.541
topos,0.25,0.298
topotype,1.0,0.79
topotypes,1.0,0.79
topped,0.133,0.083
topper,0.177,0.185
toppers,0.206,0.237
topping,0.138,0.096
toppings,0.143,0.108
topple,0.139,0.098
toppled,0.147,0.118
topples,0.221,0.26
toppling,0.153,0.132
tops,0.114,0.042
topsail,0.281,0.332
topsails,0.477,0.481
topside,0.237,0.282
topsider,1.0,0.79
topsiders,0.591,0.541
topsides,1.0,0.79
topsoil,0.163,0.155
topsoiled,1.0,0.79
topsoiling,1.0,0.79
topsoils,0.477,0.481
topspin,0.257,0.306
topspins,1.0,0.79
topstitch,1.0,0.79
topstitched,0.591,0.541
topstitches,1.0,0.79
topstitching,1.0,0.79
topstone,1.0,0.79
topstones,1.0,0.79
topwork,1.0,0.79
topworked,1.0,0.79
topworking,1.0,0.79
topworks,1.0,0.79
toque,0.204,0.234
toques,0.287,0.339
toquet,1.0,0.79
toquets,1.0,0.79
tor,0.12,0.054
tora,0.163,0.155
torah,0.126,0.067
torahs,0.313,0.364
toras,1.0,0.79
torc,0.591,0.541
torch,0.121,0.056
torchable,1.0,0.79
torchbearer,0.294,0.347
torchbearers,0.303,0.355
torched,0.168,0.166
torchere,1.0,0.79
torcheres,1.0,0.79
torches,0.132,0.081
torchier,1.0,0.79
torchiere,0.591,0.541
torchieres,0.591,0.541
torchiers,1.0,0.79
torchiest,1.0,0.79
torching,0.17,0.171
torchlight,0.281,0.332
torchlights,1.0,0.79
torchlike,1.0,0.79
torchon,1.0,0.79
torchons,1.0,0.79
torchwood,0.16,0.149
torchwoods,1.0,0.79
torchy,0.477,0.481
torcs,0.383,0.422
tore,0.129,0.074
toreador,0.339,0.388
toreadors,0.591,0.541
torero,0.419,0.446
toreros,1.0,0.79
tores,0.591,0.541
toreutic,1.0,0.79
toreutics,1.0,0.79
tori,0.164,0.158
toric,0.294,0.347
torics,1.0,0.79
tories,0.129,0.074
torii,0.358,0.403
torment,0.129,0.074
tormented,0.156,0.139
tormenter,0.358,0.403
tormenters,0.477,0.481
tormentil,1.0,0.79
tormentils,1.0,0.79
tormenting,0.167,0.164
tormentor,0.21,0.243
tormentors,0.193,0.215
torments,0.204,0.234
torn,0.111,0.036
tornadic,0.419,0.446
tornado,0.125,0.065
tornadoes,0.145,0.113
tornados,0.177,0.185
tornillo,0.419,0.446
tornillos,0.591,0.541
toro,0.158,0.144
toroid,0.294,0.347
toroidal,0.247,0.295
toroidally,0.591,0.541
toroids,0.477,0.481
toros,0.477,0.481
torose,1.0,0.79
torosities,1.0,0.79
torosity,1.0,0.79
torot,1.0,0.79
toroth,1.0,0.79
torous,1.0,0.79
torpedo,0.146,0.116
torpedoed,0.187,0.204
torpedoes,0.162,0.153
torpedoing,0.257,0.306
torpedos,0.209,0.242
torpid,0.242,0.288
torpidities,1.0,0.79
torpidity,0.477,0.481
torpidly,1.0,0.79
torpids,1.0,0.79
torpor,0.239,0.285
torpors,1.0,0.79
torquate,1.0,0.79
torque,0.13,0.077
torqued,0.242,0.288
torquer,1.0,0.79
torquers,0.591,0.541
torques,0.265,0.316
torqueses,1.0,0.79
torquing,0.261,0.311
torr,0.27,0.321
torrefied,0.247,0.295
torrefies,1.0,0.79
torrefy,1.0,0.79
torrefying,0.591,0.541
torrent,0.103,0.022
torrential,0.185,0.201
torrentially,0.591,0.541
torrents,0.111,0.036
torrid,0.213,0.248
torrider,1.0,0.79
torridest,1.0,0.79
torridities,1.0,0.79
torridity,1.0,0.79
torridly,1.0,0.79
torridness,1.0,0.79
torridnesses,1.0,0.79
torrified,0.419,0.446
torrifies,1.0,0.79
torrify,0.477,0.481
torrifying,1.0,0.79
torrs,0.591,0.541
tors,0.313,0.364
torsade,1.0,0.79
torsades,1.0,0.79
torse,1.0,0.79
torses,1.0,0.79
torsi,1.0,0.79
torsion,0.192,0.213
torsional,0.27,0.321
torsionally,1.0,0.79
torsions,0.591,0.541
torsk,1.0,0.79
torsks,1.0,0.79
torso,0.134,0.086
torsos,0.211,0.245
tort,0.136,0.091
torta,0.27,0.321
tortas,0.325,0.375
torte,0.294,0.347
tortellini,0.265,0.316
tortellinis,1.0,0.79
torten,1.0,0.79
tortes,0.591,0.541
torticollis,0.383,0.422
torticollises,1.0,0.79
tortile,1.0,0.79
tortilla,0.149,0.123
tortillas,0.156,0.139
tortious,0.231,0.273
tortiously,0.419,0.446
tortoise,0.134,0.086
tortoises,0.173,0.177
tortoiseshell,0.294,0.347
tortoiseshells,0.591,0.541
tortoni,1.0,0.79
tortonis,1.0,0.79
tortricid,1.0,0.79
tortricids,1.0,0.79
tortrix,1.0,0.79
tortrixes,1.0,0.79
torts,0.175,0.181
tortuosities,0.477,0.481
tortuosity,1.0,0.79
tortuous,0.176,0.183
tortuously,0.294,0.347
tortuousness,1.0,0.79
tortuousnesses,1.0,0.79
torture,0.089,0.007
tortured,0.105,0.026
torturer,0.149,0.123
torturers,0.136,0.091
tortures,0.137,0.094
torturing,0.112,0.038
torturous,0.156,0.139
torturously,0.339,0.388
torula,0.591,0.541
torulae,1.0,0.79
torulas,1.0,0.79
torus,0.183,0.197
tory,0.135,0.088
tosh,0.16,0.149
toshes,1.0,0.79
toss,0.107,0.029
tossed,0.114,0.042
tosser,0.164,0.158
tossers,0.184,0.199
tosses,0.149,0.123
tossing,0.122,0.058
tosspot,0.247,0.295
tosspots,0.313,0.364
tossup,0.154,0.135
tossups,0.227,0.268
tost,0.591,0.541
tostada,0.339,0.388
tostadas,0.325,0.375
tostado,0.591,0.541
tostados,0.591,0.541
tot,0.156,0.139
totable,1.0,0.79
total,0.086,0.005
totaled,0.146,0.116
totaling,0.154,0.135
totalisator,1.0,0.79
totalisators,1.0,0.79
totalise,1.0,0.79
totalised,1.0,0.79
totalises,1.0,0.79
totalising,0.383,0.422
totalism,0.339,0.388
totalisms,0.358,0.403
totalist,0.325,0.375
totalistic,0.339,0.388
totalists,1.0,0.79
totalitarian,0.111,0.036
totalitarianism,0.125,0.065
totalitarianize,1.0,0.79
totalitarians,0.19,0.21
totalities,1.0,0.79
totality,0.138,0.096
totalizator,1.0,0.79
totalizators,1.0,0.79
totalize,0.591,0.541
totalized,0.591,0.541
totalizer,1.0,0.79
totalizers,1.0,0.79
totalizes,1.0,0.79
totalizing,0.254,0.302
totalled,0.181,0.193
totalling,0.185,0.201
totally,0.083,0.003
totals,0.13,0.077
totaquine,1.0,0.79
totaquines,1.0,0.79
tote,0.158,0.144
toteable,1.0,0.79
toted,0.216,0.252
totem,0.146,0.116
totemic,0.303,0.355
totemism,1.0,0.79
totemisms,1.0,0.79
totemist,1.0,0.79
totemistic,1.0,0.79
totemists,1.0,0.79
totemite,1.0,0.79
totemites,1.0,0.79
totems,0.247,0.295
toter,0.325,0.375
toters,0.313,0.364
totes,0.2,0.227
tother,0.244,0.291
toting,0.146,0.116
totipotencies,1.0,0.79
totipotency,0.591,0.541
totipotent,0.233,0.276
tots,0.165,0.16
totted,0.358,0.403
totter,0.261,0.311
